assignment_id,key_code,facility_id,share,confidence,valid_from,valid_to,source_doc_id,note_ja
TRACE_YOK:14101109003,14101109003,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1522）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101109004,14101109004,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1626）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101109005,14101109005,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1441）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101109006,14101109006,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 890）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141011150,141011150,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1231）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141011160,141011160,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1378）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141011170,141011170,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 238）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101118001,14101118001,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 864）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101118002,14101118002,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 94%（判定に使った画素 736）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101120001,14101120001,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 71%（判定に使った画素 1347）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101120002,14101120002,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 61%（判定に使った画素 2240）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101120003,14101120003,FAC_YOK_KOSUZUME,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。馬入川系統（小雀浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 77%（判定に使った画素 2939）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101120004,14101120004,FAC_YOK_KOSUZUME,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。馬入川系統（小雀浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1809）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101120005,14101120005,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 72%（判定に使った画素 1540）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141011240,141011240,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 93%（判定に使った画素 23560）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102001001,14102001001,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 59%（判定に使った画素 1005）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102001002,14102001002,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 58%（判定に使った画素 2000）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14102001003,14102001003,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 71%（判定に使った画素 2207）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14102001004,14102001004,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1506）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14102005001,14102005001,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1832）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102005002,14102005002,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 61%（判定に使った画素 1816）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102005003,14102005003,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 82%（判定に使った画素 1805）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14102005004,14102005004,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 913）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14102009001,14102009001,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 65%（判定に使った画素 2304）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102009002,14102009002,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 95%（判定に使った画素 784）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14102011001,14102011001,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1486）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14102011002,14102011002,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 509）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141020130,141020130,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 97%（判定に使った画素 1128）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020140,141020140,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 96%（判定に使った画素 1700）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14102015001,14102015001,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1358）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102015002,14102015002,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 941）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102015003,14102015003,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 73%（判定に使った画素 1483）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102018001,14102018001,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1850）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102018002,14102018002,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 92%（判定に使った画素 1227）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102020001,14102020001,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 787）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102020002,14102020002,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 783）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102020003,14102020003,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 2355）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102020004,14102020004,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 99%（判定に使った画素 2485）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020240,141020240,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 99%（判定に使った画素 3923）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020250,141020250,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 95%（判定に使った画素 4516）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020260,141020260,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 72%（判定に使った画素 1892）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020270,141020270,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 82%（判定に使った画素 2104）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020280,141020280,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 2218）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020290,141020290,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1790）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020300,141020300,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 96%（判定に使った画素 323）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141020310,141020310,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 62%（判定に使った画素 1155）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020320,141020320,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 91%（判定に使った画素 447）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141020330,141020330,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 98%（判定に使った画素 674）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141020340,141020340,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 97%（判定に使った画素 1852）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141020350,141020350,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 79%（判定に使った画素 1477）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141020360,141020360,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 96%（判定に使った画素 1286）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141020370,141020370,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 84%（判定に使った画素 875）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020380,141020380,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 65%（判定に使った画素 638）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141020400,141020400,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 50%（判定に使った画素 399）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14102041001,14102041001,FAC_YOK_KAWAI,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。道志川系統（川井浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 84%（判定に使った画素 656）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102041002,14102041002,FAC_YOK_KAWAI,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。道志川系統（川井浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 312）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102041003,14102041003,FAC_YOK_KAWAI,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。道志川系統（川井浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 624）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020440,141020440,FAC_YOK_KAWAI,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。道志川系統（川井浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 74%（判定に使った画素 267）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141020450,141020450,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 145）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14102046002,14102046002,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 141）。位置合わせ IoU 0.863（4パラメータ）
