facility_id,utility_id,name,type,lat,lon,note_ja,source_doc_id
FAC_ZAM_KENSUI,UTL_ZAMA,座間市 県水受水（3受水地点の合計）,junction,,,第2配水場（分岐箇所 東原1-6067-2・計画受水量 9500 m3/日）、相模が丘配水場（相模が丘2-613・10000 m3/日）、羽根沢受水場（海老名市上今泉の企業庁「上今泉配水池」・17800 m3/日）の 3 か所で県営水道から受水する（DOC_ZAM_GAIYOU_R5 p12「4 県水受水施設」）。合計 37300 m3/日は昭和53年の宮ヶ瀬ダム基本協定の配分水量と一致（DOC_ZAM_KENSUI）。市内 2 か所は県営水道の主要配水系統図の「座間分水」2 か所に対応し、いずれも谷ケ原浄水場から出る北相送水管 φ1100 に付いている（DOC_KEN_NENPO_R4 p41。PDF の線分を追って確認）。上今泉配水池は企業団綾瀬浄水場の上今泉受水地点から受ける県営の配水池（同 p41）。**谷ケ原浄水場も企業団綾瀬浄水場も原水は相模川 100% なので、3 受水地点の配分がずれても合成結果は相模川 100% で変わらない**,DOC_ZAM_GAIYOU_R5
FAC_ZAM_CITY,UTL_ZAMA,座間市配水（地下水・県水の混合）,junction,,,第1配水場・第2配水場・相模が丘配水場の 3 配水場に配る水。いずれも地下水と県水を混合して塩素消毒するだけで浄水場は無い（DOC_ZAM_WEP_R8 p2・p3 表2）。流入比は令和4年度の水源別取水量（DOC_ZAM_GAIYOU_R5 p15）。**市全体の年間平均であって配水場ごとの実測ではない**ので流入辺は basis=estimated。配水場ごとの配水区域は町名単位で公表されている（同 p3 表2）が、3 配水場のいずれも地下水＋県水の混合なので水源の顔ぶれは変わらない,DOC_ZAM_GAIYOU_R5
FAC_YMK_MINASE,UTL_YAMAKITA,皆瀬川浄水場,purification,,,原水は皆瀬川水源（伏流水）。計画取水能力 4200 m3/日。傾斜板沈澱池・急速ろ過池・次亜塩素酸ソーダによる消毒（DOC_YMK_WEP_R8 p4 表1）,DOC_YMK_WEP_R8
FAC_YMK_JOSUI,UTL_YAMAKITA,山北町上水道配水（皆瀬川・地下水の混合）,junction,,,上水道の給水区域に配る水。流入比は令和5年度の年間取水量（DOC_KAN_SUIDOU_R5 p26）＝伏流水 1075 / 深井戸 537 / 湧水 31 千㎥。**うち湧水（向原第2水源・210 m3/日）は令和8年度の水質検査計画で上水道の水源一覧から消えている**（DOC_YMK_WEP_R8 p3 は「皆瀬川水源、怒杭水源、前耕地第１水源及び前耕地第２水源の４か所」と書き、令和6年度版にあった向原第２水源が無い）ので、令和8年度時点の顔ぶれは皆瀬川と地下水の 2 つ。湧水分 31 千㎥は地下水側に寄せず、伏流水と深井戸だけで比を取り直してある。**事業全体の年間平均であって系統ごとの実測ではない**ので流入辺は basis=estimated,DOC_KAN_SUIDOU_R5
FAC_YGW_MAKUYAMA,UTL_YUGAWARA,幕山浄水場,purification,,,施設能力 7500 m3/日・急速ろ過（DOC_YGW_VISION p6 表2.4）。原水は第2新崎川水源（表流水）。主な配水先は山田・小松団地・前栗場・福浦地区（DOC_YGW_WEP_R8 p2-3 表2.1）。真鶴町への分水もここから出る（DOC_MNZ_WEP p11「用留配水池（幕山浄水場）※幕山浄水場は湯河原町による検査」）,DOC_YGW_WEP_R8
FAC_YGW_HIROGAWARA,UTL_YUGAWARA,広河原浄水場,purification,,,施設能力 9800 m3/日・急速ろ過（DOC_YGW_VISION p6 表2.4）。「〔広河原浄水場水系〕水源は千歳川水系アケジ沢水源の表流水で」（DOC_YGW_WEP_R8 p2-9）。主な配水先は広河原・温泉場・宮上・宮下地区（同 p2-3 表2.1）,DOC_YGW_WEP_R8
FAC_YGW_YOSHIHAMA,UTL_YUGAWARA,吉浜上水道配水（新崎川・トンネル湧水・地下水の混合）,junction,,,吉浜上水道の給水区域に配る水。幕山浄水場系（第2新崎川水源）・南郷浄水場系・尾崎浄水場系（いずれも南郷山トンネルの湧水）・城堀第1水源系（城堀トンネルの湧水）・城堀第4水源系（深井戸）の5 系統（DOC_YGW_WEP_R8 p2-3 表2.1）。流入比は令和5年度の年間取水量（DOC_KAN_SUIDOU_R5 p26 の湯河原町(吉浜)行）＝表流水 1709 / 深井戸 299 / 湧水 1014 千㎥。**事業全体の年間平均であって系統ごとの実測ではない**ので流入辺は basis=estimated。系統ごとの主な配水先は地区名で公表されているが、町丁目との対応が一対一でない,DOC_KAN_SUIDOU_R5
FAC_YGW_YUGAWARA,UTL_YUGAWARA,湯河原上水道配水（アケジ沢のみ）,junction,,,湯河原上水道の給水区域に配る水。稼働中の水源はアケジ沢水源だけで、旧上野山水源（伏流水）は予備（DOC_YGW_WEP_R8 p2-3 表2.2）。令和5年度の年間取水量も表流水 2096 千㎥のみ（DOC_KAN_SUIDOU_R5 p26）,DOC_YGW_WEP_R8
FAC_MYS_CITY,UTL_MIYASHITA,宮下簡易水道配水（湧水・地下水の混合）,junction,,,浄水施設は緩速ろ過 2・急速ろ過 3（DOC_KAN_SUIDOU_R5 p51）。流入比は令和5年度の年間取水量＝湧水・その他 603781 ㎥ / 地下水 7705 ㎥（同）。合計 611486 ㎥は同表の年間給水量と一致する。**組合自身の資料が取得できていない**ので、水源名も系統も分からないまま種別と水量だけで置いてある,DOC_KAN_SUIDOU_R5
FAC_MNZ_CITY,UTL_MANAZURU,真鶴町配水（湧水・地下水・湯河原分水の混合）,junction,,,江之浦・岩・棚子下の 3 水系と湯河原分水水系の 4 系統（DOC_MNZ_WEP p2 表2.1）。「真鶴町では湯河原町からの分水を受けています。用留配水池にて湯河原町より受け入れた水は、第３配水池、第４配水池、山下配水池を経由して真鶴地区へ給水されています」（同 p4）。分水元は幕山浄水場（同 p11 の採水場所「用留配水池（幕山浄水場）※幕山浄水場は湯河原町による検査」）＝新崎川の表流水。流入比は令和5年度の年間取水量（DOC_KAN_SUIDOU_R5 p26）＝湧水 1045 / 深井戸 47 / 湯河原町受水 301 千㎥。**町全体の年間平均であって系統ごとの実測ではない**ので流入辺は basis=estimated。e-Stat の真鶴町は「真鶴」「岩」の 2 町丁目しかなく、4 系統はどちらの町丁目にもまたがる,DOC_KAN_SUIDOU_R5
FAC_KYK_MIYAGASE,UTL_KIYOKAWA,宮ヶ瀬浄水場,purification,,,清川村宮ヶ瀬1627-4。急速ろ過・処理能力 3250 m3/日（DOC_KYK_WEP_R8 p1）。**名前は宮ヶ瀬だが原水は宮ヶ瀬湖ではない。** 塩水水源（中津川起点＝本谷川と塩水川の合流点の下流部の伏流水）から φ250 導水管 約6km で自然流下（同 p1）。予備施設として二天王低区浄水場（煤ヶ谷2906-1・辺室沢水源の伏流水）があるが常用ではないので繋いでいない,DOC_KYK_WEP_R8
FAC_AIK_TAKAMINE,UTL_AIKAWA,高峰浄水場,purification,,,愛川町三増字滝ノ沢。処理能力 2400 m3/日。水源は「表流水」（DOC_AIK_WEP_R8 p1 表1）で、配水系統図では滝ノ沢第1水源 680 + 第2水源 1320 m3/日（DOC_AIK_KEITOZU）。ろ過設備（緩速ろ過）と次亜塩素酸ナトリウムによる塩素消毒。町内で表流水を使う浄水場はここだけ（ほかの 3 浄水場はいずれも浅井戸）,DOC_AIK_WEP_R8
FAC_AIK_CITY,UTL_AIKAWA,愛川町配水（渓流水・地下水の混合）,junction,,,塩川添浄水場（半原字塩川添・浅井戸・1500 m3/日）・戸倉浄水場（角田字戸倉・浅井戸・10600 m3/日）・高峰浄水場（三増字滝ノ沢・表流水・2400 m3/日）・中津浄水場（中津字二井坂・浅井戸・5400(6500) m3/日）の4 系統（DOC_AIK_WEP_R8 p1-2 表1）。高取浄水場・細野浄水場は休止中（同 p2・DOC_AIK_KEITOZU）。流入比は令和5年度の年間取水量（DOC_KAN_SUIDOU_R5 p26）＝表流水（自流）562 / 浅井戸 3308 千㎥。**町全体の年間平均であって浄水場ごとの実測ではない**ので流入辺は basis=estimated。実際には高峰浄水場系（三栗山配水池）だけが表流水 100% で、ほかの 3 系統は地下水 100%（DOC_AIK_KEITOZU）,DOC_KAN_SUIDOU_R5
FAC_HKN_KUZUHARA,UTL_HAKONE,葛原浄水場,purification,,,箱根町湯本茶屋字葛原。処理能力 3900 m3/日・急速ろ過（砂ろ過）。「葛原浄水場は、現在、大沢水源（湧水）・二ノ戸沢水源（表流水）・天狗沢水源（表流水）の３水源を取水して、急速ろ過システムを用いて浄水処理している」（DOC_HKN_WEP）。給水区域は湯本地区,DOC_HKN_WEP
FAC_HKN_YUMOTOCHAYA,UTL_HAKONE,湯本茶屋浄水場,purification,,,箱根町湯本茶屋字馬立場。処理能力 800 m3/日・緩速ろ過。「湯本茶屋浄水場は、初花水源（表流水）を取水して、緩速ろ過システムを用いて浄水処理している」（DOC_HKN_WEP）。給水区域は湯本地区,DOC_HKN_WEP
FAC_HKN_CITY,UTL_HAKONE,箱根町営水道配水（須雲川・地下水・湧水の混合）,junction,,,葛原系・湯本茶屋系・大平台第2配水池系・小涌谷第1配水池系・二ノ平配水池系・鷹ノ巣配水池系・大芝第2ポンプ場系・元箱根第1配水池系・箱根第1配水池系・箱根第2配水池系の 10 配水系統（DOC_HKN_WEP 表4.1・表4.2）。流入比は令和5年度の年間取水量（DOC_KAN_SUIDOU_R5 p26 箱根町行）＝表流水（自流）1091 / 深井戸 1155 / 湧水 1817 千㎥。**町全体の年間平均であって系統ごとの実測ではない**ので流入辺は basis=estimated。実際には湯本地区が表流水中心、箱根・元箱根地区が深井戸中心、宮ノ下・大平台地区が湧水中心で、地区によって構成は大きく違う。配水池一覧も地区単位（湯本・大平台・宮ノ下・二ノ平・芦之湯・箱根・畑宿の7 地区・34 池）でしか公表されていない（同 表2.3）,DOC_KAN_SUIDOU_R5
FAC_KEN_OISO,UTL_KENEI,県営水道 大磯・二宮配水（平塚配水池系）,junction,,,"主要配水系統図（DOC_KEN_NENPO_R4 p41）の線分を PDF から取り出して追った結果:(1) 寒川浄水場（西系）の湘南西送水管 φ1500 が x=89.9→107.3→112.7 と走って平塚配水池（箱 x 286-326 / y 187-200）の底面 x=296.6 に入る。(2) 企業団伊勢原浄水場の φ1350 管上の吉沢受水地点（箱 x 286-326 / y 170-181）が平塚配水池の真上にあり縦線で直結している。→ **平塚配水池は寒川浄水場（西系）と企業団伊勢原浄水場の両方から受けている。**(3) 平塚配水池の底面 x=315.4 から縦線が y=220.3 の湘南西配水本管（φ800, φ500）まで降り、その節点から y=205.3 の横線が国府配水池（x 616-656）へ、y=220.3 の横線が大磯低区配水池（x 616.6-656.9）へ延び、大磯低区から大磯高区へ続く。(4) 平塚配水池から右へ 上吉沢配水池 → 二宮高区配水池 が横一列に直結している。したがって大磯町（国府・大磯低区・大磯高区）と二宮町（二宮高区）の水源の顔ぶれは寒川浄水場（相模川）と企業団伊勢原浄水場（酒匂川＋相模川）の 2 つで確定する。**混合比は公表されていない**ので流入辺は basis=unknown（share 空）。県営水道の給水栓検査地点一覧（DOC_KEN_WEP_R8 p8）に大磯町・二宮町の地点は無く、系統名を名指しした資料は見つかっていない。寒川浄水場のページは給水先の 10 市 3 町に大磯町・二宮町を挙げている（DOC_KEN_SAMUKAWA_HP）",DOC_KEN_NENPO_R4
