doc_id,title,publisher,url,published_at,retrieved_at,local_path,sha256,license_ja
DOC_YMK_JOREI,山北町水道事業給水条例 別表第1,山北町,http://www.town.yamakita.kanagawa.jp/machidukuri/reiki/reiki_honbun/w700RG00000276.html,,2026-09-05,data/raw/water/yamakita/yamakita_kyusui_jorei.html,2beacc3a08a53ef3686edc7c2312a6cc9f1412e061530aedd144aeae8efb14c4,山北町ホームページについて（著作権は原則として山北町に帰属。私的使用・引用等を除き無断複製・転用不可）https://www.town.yamakita.kanagawa.jp/site_policy/0000000009.html
DOC_YGW_WEP_R8,令和8年度 湯河原町水質検査計画書,湯河原町水道課,https://www.town.yugawara.kanagawa.jp/uploaded/attachment/17619.pdf,2026-04-01,2026-09-05,data/raw/water/yugawara/yugawara_r8_suishitsu_keikaku.pdf,4551a29f01ca6a9adec3e24fc97ac588901a4e97ecd878e89ce07741b44b02d3,湯河原町 リンク・著作権・免責事項（著作権は湯河原町または原著作者に帰属。引用・私的使用以外の無断複製・転用を禁止）https://www.town.yugawara.kanagawa.jp/site/userguide/13507.html
DOC_YGW_VISION,湯河原町水道ビジョン・経営戦略,湯河原町水道課,https://www.town.yugawara.kanagawa.jp/uploaded/attachment/3118.pdf,2021-12-01,2026-09-05,data/raw/water/yugawara/yugawara_suidou_vision.pdf,1a3e0bc40e6b54d6b4c5d842648201eade29a91baa33f00029bef537a2faf2c3,湯河原町 リンク・著作権・免責事項（著作権は湯河原町または原著作者に帰属。引用・私的使用以外の無断複製・転用を禁止）https://www.town.yugawara.kanagawa.jp/site/userguide/13507.html
DOC_YGW_KUIKI,湯河原町 転入・転出・町内転居するときは（給水区域の区分・ウェブページ）,湯河原町水道課,https://www.town.yugawara.kanagawa.jp/soshiki/28/1841.html,,2026-09-05,data/raw/water/yugawara/yugawara_kuiki.html,c4a8d6dbf6fe094fd292ffee21bc1b56030fb5604d358acf24c0f3976fb6193b,湯河原町 リンク・著作権・免責事項（著作権は湯河原町または原著作者に帰属。引用・私的使用以外の無断複製・転用を禁止）https://www.town.yugawara.kanagawa.jp/site/userguide/13507.html
DOC_MNZ_WEP,真鶴町水質検査計画書（令和6年度）,真鶴町上下水道課,https://www.town.manazuru.kanagawa.jp/material/files/group/41/suisitukeikaku.pdf,,2026-09-05,data/raw/water/manazuru/manazuru_suishitsu_keikaku.pdf,a6e54b1b06116dbd86bf94df3a6b4a3908c2c9a3377e99d94bfdfc83600afdc4,真鶴町ウェブサイト（著作権・免責事項の専用ページは見つからず。別途オープンデータ図書館https://opendata.manazuru.kanagawa.jp/terms/ のデータのみ CC BY 4.0）https://www.town.manazuru.kanagawa.jp/
DOC_MNZ_KEIEI,真鶴町水道事業経営戦略（2025年度改定・令和8年3月）,真鶴町都市基盤課,https://www.town.manazuru.kanagawa.jp/material/files/group/41/R8-R17suidokeieisennryaku.pdf,2026-03-01,2026-09-05,data/raw/water/manazuru/manazuru_keiei_senryaku.pdf,ae49222f746f6719e30bb34187dd90a62866067b6cf7d7a7956574725fdb067f,真鶴町ウェブサイト（著作権・免責事項の専用ページは見つからず。別途オープンデータ図書館https://opendata.manazuru.kanagawa.jp/terms/ のデータのみ CC BY 4.0）https://www.town.manazuru.kanagawa.jp/
DOC_KYK_WEP_R8,令和8年度 清川村簡易水道事業水質検査計画,清川村環境上下水道課,https://www.town.kiyokawa.kanagawa.jp/material/files/group/9/r08suisitukeikaku.pdf,2026-03-01,2026-09-05,data/raw/water/kiyokawa/kiyokawa_r8_suishitsu_keikaku.pdf,6da45e882259a0a4f7e75bbf843b018cf540c4d0e0ce1a4cbe215c4400b67100,清川村ウェブサイト（著作権・免責事項の専用ページは見つからず、フッターのCopyright(c) Kiyokawa Village 表示のみ）https://www.town.kiyokawa.kanagawa.jp/
DOC_AIK_WEP_R8,令和8年度 愛川町水質検査計画,愛川町水道事業所,https://www.town.aikawa.kanagawa.jp/material/files/group/32/R8suisitukensakeikaku2.pdf,,2026-09-05,data/raw/water/aikawa/aikawa_r8_suishitsu_keikaku.pdf,3b65f54a902583f423ca8302f35ca1e83bce1616fd93417f357db7d11a84ec98,愛川町ウェブサイト（利用条件ページは未確認。著作権は愛川町に帰属するものとして出典明示の引用の範囲で使っている）https://www.town.aikawa.kanagawa.jp/
DOC_AIK_KEITOZU,愛川町水道施設配水系統図（令和8年度）,愛川町水道事業所,https://www.town.aikawa.kanagawa.jp/material/files/group/32/R8haisuikeitouzu.pdf,,2026-09-05,data/raw/water/aikawa/aikawa_r8_haisui_keitozu.pdf,d58c3b8325cf34d5f48bbcdae0db76240452e483f2f6b3f4e86b8caba7d718a2,愛川町ウェブサイト（利用条件ページは未確認。著作権は愛川町に帰属するものとして出典明示の引用の範囲で使っている）https://www.town.aikawa.kanagawa.jp/
DOC_AIK_KUIKI,愛川町 給水区域（ウェブページ）,愛川町水道事業所,https://www.town.aikawa.kanagawa.jp/soshiki/suido/gyomu/info/1422277675354.html,,2026-09-05,data/raw/water/aikawa/aikawa_kuiki.html,bf86852bd523e40a440bd40eb863e00c747460f95c26afc7e79fd2d076451334,愛川町ウェブサイト（利用条件ページは未確認。著作権は愛川町に帰属するものとして出典明示の引用の範囲で使っている）https://www.town.aikawa.kanagawa.jp/
DOC_HKN_WEP,箱根町水道事業 水質検査計画書,箱根町上下水道温泉課,https://www.town.hakone.kanagawa.jp/www/contents/1100000000021/simple/zigyoukeikaku.pdf,,2026-09-05,data/raw/water/hakone/hakone_suishitsu_keikaku.pdf,b76ec69d7d60ec276307624aa787c27635e85bf4443a1eba8a2288decba42be5,箱根町ウェブサイト（利用条件ページは未確認。著作権は箱根町に帰属するものとして出典明示の引用の範囲で使っている）https://www.town.hakone.kanagawa.jp/
DOC_HKN_KUIKI,箱根町 上水道給水区域（ウェブページ）,箱根町上下水道温泉課,https://www.town.hakone.kanagawa.jp/www/contents/1100000001041/index.html,,2026-09-05,data/raw/water/hakone/hakone_kuiki.html,fdf93262a0f4f7d970bab7a1187612f6a7e5ebe827769cf0b53ef9ffa1b23b92,箱根町ウェブサイト（利用条件ページは未確認。著作権は箱根町に帰属するものとして出典明示の引用の範囲で使っている）https://www.town.hakone.kanagawa.jp/
DOC_KEN_SHOUSUIGEN,神奈川県企業局 小規模水源浄水場（落合、鎌沢、和田）（ウェブページ）,神奈川県企業局 谷ケ原浄水場,https://www.pref.kanagawa.jp/docs/h3x/top/syousuigenitiran.html,,2026-09-05,data/raw/water/kenei/kenei_shousuigen.html,a02085d1f76016ea6879c213df75c429af2f90727c757a8eadfaa76852d2365d,神奈川県ウェブサイトのサイトポリシー（引用等の著作権法上認められている範囲で自由に利用可・出典の記載が必要）https://www.pref.kanagawa.jp/master/sitepolicy.html
DOC_KEN_TORIYA,神奈川県企業局 小規模水源浄水場 鳥屋浄水場（ウェブページ）,神奈川県企業局 谷ケ原浄水場,https://www.pref.kanagawa.jp/docs/h3x/top/toyanaganojousuijou.html,,2026-09-05,data/raw/water/kenei/kenei_toriya.html,74c5911413ac10761f9981dde25744ba9e6e7e03f4e4d517cbfa10923acfad10,神奈川県ウェブサイトのサイトポリシー（引用等の著作権法上認められている範囲で自由に利用可・出典の記載が必要）https://www.pref.kanagawa.jp/master/sitepolicy.html
DOC_KEN_SAMUKAWA_HP,神奈川県企業局 寒川浄水場ホームページ（ウェブページ）,神奈川県企業局 寒川浄水場,https://www.pref.kanagawa.jp/docs/k5f/index.html,,2026-09-05,data/raw/water/kenei/kenei_samukawa_top.html,ecdb38556162aaddf3ef3a4ecc19d6d22fd6b91feecce0e3f800b053f255efc6,神奈川県ウェブサイトのサイトポリシー（引用等の著作権法上認められている範囲で自由に利用可・出典の記載が必要）https://www.pref.kanagawa.jp/master/sitepolicy.html
DOC_SGH_KANSUI,相模原市 相模原市営簡易水道事業とは（ウェブページ）,相模原市 津久井下水道事務所,https://www.city.sagamihara.kanagawa.jp/shisei/1026823/1004616/1026848/1020969/1020970.html,,2026-09-05,data/raw/water/sagamihara/sagamihara_kanisuido.html,271de17e21ad1dca0e950c6439bf21b819bd7be1484c86eeee06baf22de648d8,相模原市ウェブサイト（利用条件ページは未確認。著作権は相模原市に帰属するものとして出典明示の引用の範囲で使っている）https://www.city.sagamihara.kanagawa.jp/
