edge_id,from_id,to_id,share,basis,valid_from,valid_to,source_doc_id,note_ja
E_MTDSPRING_MTDYADORIKI,SRC_MATSUDA_SPRING,FAC_MTD_YADORIKI,0.005,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 湧水・その他 1000 / 合計 200057 ㎥（DOC_KAN_SUIDOU_R5 p51）
E_MIZUNASHI_HADHORI,SRC_MIZUNASHIGAWA,FAC_HAD_HORIYAMASHITA,0.934928,estimated,2026-04-01,,DOC_HAD_TOUKEI_R6,令和6年度 表流水 927912 / 河川水計 992464 ㎥（DOC_HAD_TOUKEI_R6 p26）。市の解説は「河川水のうち約9割が水無川（表流水）」（DOC_HAD_DEKIRUMADE）で一致
E_SHIJUHASSE_HADHORI,SRC_SHIJUHASSEGAWA,FAC_HAD_HORIYAMASHITA,0.065072,estimated,2026-04-01,,DOC_HAD_TOUKEI_R6,令和6年度 伏流水 64552 / 河川水計 992464 ㎥（同 p26）。市の解説は「約1割が四十八瀬川（伏流水）」
E_KGDISEHARA_HADFUTAGO,FAC_KGD_ISEHARA,FAC_HAD_FUTAGO,1.0,measured,2026-04-01,,DOC_HAD_DEKIRUMADE,「県水は、丹沢湖からの酒匂川水系の水を伊勢原浄水場で浄化した水であり」（DOC_HAD_DEKIRUMADE）。県営水道の主要配水系統図（DOC_KEN_NENPO_R4 p41）でも「秦野分水」は企業団伊勢原浄水場の南金目受水地点から出る枝に付いている（PDF の線分を追って確認。同じ枝から給水地域「平塚市内」が出る）。企業団伊勢原浄水場の原水は酒匂川と相模川の混合なので、丹沢湖（酒匂川）100% ではない
E_HADGW_HADCITY,SRC_HADANO_GW,FAC_HAD_CITY,0.733007,estimated,2026-04-01,,DOC_HAD_TOUKEI_R6,令和6年度 深井戸 9616837 + 浅井戸 4421349 = 14038186 / 総取水量 19151503 ㎥（DOC_HAD_TOUKEI_R6 p26「(4) 水源別取水量」）
E_HADSPRING_HADCITY,SRC_HADANO_SPRING,FAC_HAD_CITY,0.039731,estimated,2026-04-01,,DOC_HAD_TOUKEI_R6,令和6年度 湧水 760903 / 19151503 ㎥（同 p26）
E_HADHORI_HADCITY,FAC_HAD_HORIYAMASHITA,FAC_HAD_CITY,0.051822,estimated,2026-04-01,,DOC_HAD_TOUKEI_R6,令和6年度 河川水計 992464（表流水 927912 + 伏流水 64552）/ 19151503 ㎥（同 p26）
E_HADFUTAGO_HADCITY,FAC_HAD_FUTAGO,FAC_HAD_CITY,0.17544,estimated,2026-04-01,,DOC_HAD_TOUKEI_R6,令和6年度 県水 3359950 / 19151503 ㎥（同 p26）。同じ表の令和5年度は 3799750（19.70%）で年による振れが大きい
E_YAGAHARA_ZAMKENSUI,FAC_KEN_YAGAHARA,FAC_ZAM_KENSUI,0.893190,estimated,2026-04-01,,DOC_ZAM_GAIYOU_R5,令和4年度 第2配水場 404836 + 相模が丘配水場 1949554 = 2354392 / 県水合計 2635910 ㎥（DOC_ZAM_GAIYOU_R5 p15）。この 2 か所は市内の県営配水管からの分岐で、主要配水系統図の「座間分水」2 か所＝谷ケ原浄水場の北相送水管に対応する（DOC_KEN_NENPO_R4 p41）
E_KGDAYASE_ZAMKENSUI,FAC_KGD_AYASE,FAC_ZAM_KENSUI,0.106810,estimated,2026-04-01,,DOC_ZAM_GAIYOU_R5,令和4年度 羽根沢受水場 281520 / 県水合計 2635910 ㎥（同 p15）。羽根沢受水場の分岐箇所は海老名市上今泉の企業庁「上今泉配水池」（同 p12）で、これは企業団綾瀬浄水場の上今泉受水地点から受ける県営の配水池（DOC_KEN_NENPO_R4 p41）
E_ZAMGW_ZAMCITY,SRC_ZAMA_GW,FAC_ZAM_CITY,0.802675,estimated,2026-04-01,,DOC_ZAM_GAIYOU_R5,令和4年度 県水を除く取水量 10722326 / 取水量合計 13358236 ㎥（DOC_ZAM_GAIYOU_R5 p15 備考欄）
E_ZAMKENSUI_ZAMCITY,FAC_ZAM_KENSUI,FAC_ZAM_CITY,0.197325,estimated,2026-04-01,,DOC_ZAM_GAIYOU_R5,令和4年度 県水合計 2635910 / 13358236 ㎥（同 p15 備考欄）。上下水道局のページは「通常時は配水量の約15％を県水としています」（DOC_ZAM_KENSUI）と書いており、令和3年11月の第3水源（PFOS・PFOA）取水停止のあと県水の比率が上がっていることに注意
E_MINASE_YMKMINASE,SRC_MINASEGAWA,FAC_YMK_MINASE,1.0,measured,2026-04-01,,DOC_YMK_WEP_R8,皆瀬川浄水場の原水は皆瀬川水源の伏流水のみ（DOC_YMK_WEP_R8 p4 表1・DOC_KAN_SUIDOU_R5 p24 水利権等）
E_YMKMINASE_YMKJOSUI,FAC_YMK_MINASE,FAC_YMK_JOSUI,0.666873,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 伏流水 1075 千㎥（DOC_KAN_SUIDOU_R5 p26）。湧水 31 千㎥（向原第2水源）は令和8年度の水源一覧から消えているので分母から外した
E_YMKGW_YMKJOSUI,SRC_YAMAKITA_GW,FAC_YMK_JOSUI,0.333127,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 深井戸 537 千㎥（同 p26）。井戸は 2 本（同 p23）
E_SHINZAKI_YGWMAKUYAMA,SRC_SHINZAKIGAWA,FAC_YGW_MAKUYAMA,1.0,measured,2026-04-01,,DOC_YGW_WEP_R8,幕山浄水場の原水は第2新崎川水源の表流水のみ（DOC_YGW_WEP_R8 p2-3・p2-7）
E_AKEJI_YGWHIRO,SRC_AKEJISAWA,FAC_YGW_HIROGAWARA,1.0,measured,2026-04-01,,DOC_YGW_WEP_R8,広河原浄水場の原水は千歳川水系アケジ沢水源の表流水のみ（DOC_YGW_WEP_R8 p2-9）
E_YGWMAKUYAMA_YOSHIHAMA,FAC_YGW_MAKUYAMA,FAC_YGW_YOSHIHAMA,0.56552,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 表流水 1709 / 合計 3022 千㎥（DOC_KAN_SUIDOU_R5 p26 湯河原町(吉浜)）
E_YGWTUNNEL_YOSHIHAMA,SRC_YUGAWARA_TUNNEL,FAC_YGW_YOSHIHAMA,0.335539,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 湧水 1014 / 合計 3022 千㎥（同 p26）
E_YGWGW_YOSHIHAMA,SRC_YUGAWARA_GW,FAC_YGW_YOSHIHAMA,0.098941,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 深井戸 299 / 合計 3022 千㎥（同 p26）。井戸は 1 本（同 p23）
E_YGWHIRO_YGWYUGAWARA,FAC_YGW_HIROGAWARA,FAC_YGW_YUGAWARA,1.0,measured,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 湯河原町(湯河原)の年間取水量は表流水 2096 千㎥のみ（DOC_KAN_SUIDOU_R5 p26）
E_MYSSPRING_MYSCITY,SRC_MIYASHITA_SPRING,FAC_MYS_CITY,0.9874,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 湧水・その他 603781 / 合計 611486 ㎥（DOC_KAN_SUIDOU_R5 p51）
E_MYSGW_MYSCITY,SRC_MIYASHITA_GW,FAC_MYS_CITY,0.0126,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 地下水（浅・深）2 箇所 7705 / 合計 611486 ㎥（同 p51）
E_MNZSPRING_MNZCITY,SRC_MANAZURU_SPRING,FAC_MNZ_CITY,0.750179,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 湧水 1045 / 合計 1393 千㎥（DOC_KAN_SUIDOU_R5 p26）
E_MNZGW_MNZCITY,SRC_MANAZURU_GW,FAC_MNZ_CITY,0.03374,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 深井戸 47 / 合計 1393 千㎥（同 p26）。井戸は 4 本（同 p23）
E_YGWMAKUYAMA_MNZCITY,FAC_YGW_MAKUYAMA,FAC_MNZ_CITY,0.216081,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 浄水受水（供給者 湯河原町）301 / 合計 1393 千㎥（DOC_KAN_SUIDOU_R5 p26）。分水元は湯河原町吉浜上水道の幕山浄水場（DOC_MNZ_WEP p11・DOC_YGW_WEP_R8 p2-8「その他、隣接する真鶴町への分水として用留配水池にも送られています」）で、湯河原上水道（アケジ沢）ではない
E_NAKATSU_KYKMIYAGASE,SRC_NAKATSUGAWA,FAC_KYK_MIYAGASE,1.0,measured,2026-04-01,,DOC_KYK_WEP_R8,稼働中の水源は塩水水源のみ（DOC_KYK_WEP_R8 p1）。令和5年度の年間取水量も伏流水 1 箇所 608380 ㎥だけ（DOC_KAN_SUIDOU_R5 p51）。他事業体からの受水は無い（同 p50 の表にも村の資料にも記載が無い）
E_AIKSTREAM_AIKTAKAMINE,SRC_AIKAWA_STREAM,FAC_AIK_TAKAMINE,1.0,measured,2026-04-01,,DOC_AIK_WEP_R8,高峰浄水場の原水は滝ノ沢第1・第2水源の表流水のみ（DOC_AIK_WEP_R8 p1-2）
E_AIKTAKAMINE_AIKCITY,FAC_AIK_TAKAMINE,FAC_AIK_CITY,0.14522,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 表流水（自流）562 / 合計 3870 千㎥（DOC_KAN_SUIDOU_R5 p26）
E_AIKGW_AIKCITY,SRC_AIKAWA_GW,FAC_AIK_CITY,0.85478,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 浅井戸 3308 / 合計 3870 千㎥（同 p26）。井戸は 7 本（同 p23）
E_SUKUMO_HKNKUZUHARA,SRC_SUKUMOGAWA,FAC_HKN_KUZUHARA,1.0,measured,2026-04-01,,DOC_HKN_WEP,葛原浄水場の原水は二ノ戸沢水源・天狗沢水源（表流水）と大沢水源（湧水）だが、ここでは表流水分だけを繋いでいる（湧水は SRC_HAKONE_YUSUI から直接 FAC_HKN_CITY へ入れてある）。3 水源とも大字須雲川・畑宿の中にあり須雲川水系（DOC_HKN_WEP 表2.1）
E_SUKUMO_HKNYUMOTO,SRC_SUKUMOGAWA,FAC_HKN_YUMOTOCHAYA,1.0,measured,2026-04-01,,DOC_HKN_WEP,湯本茶屋浄水場の原水は初花水源（須雲川向山233-1・表流水）のみ（DOC_HKN_WEP）
E_HKNKUZUHARA_HKNCITY,FAC_HKN_KUZUHARA,FAC_HKN_CITY,0.222815,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 表流水（自流）1091 / 合計 4063 千㎥（DOC_KAN_SUIDOU_R5 p26）のうち、葛原浄水場（3900 m3/日）と湯本茶屋浄水場（800 m3/日）の処理能力比で分けた分。どちらの原水も須雲川水系なので按分がずれても合成結果は変わらない
E_HKNYUMOTO_HKNCITY,FAC_HKN_YUMOTOCHAYA,FAC_HKN_CITY,0.045706,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,同上（湯本茶屋浄水場 800 / 4700 m3/日 分）
E_HKNGW_HKNCITY,SRC_HAKONE_GW,FAC_HKN_CITY,0.284273,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 深井戸 1155 / 合計 4063 千㎥（同 p26）。井戸は 7 本（同 p23）
E_HAKONEYUSUI_HKNCITY,SRC_HAKONE_YUSUI,FAC_HKN_CITY,0.447206,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 湧水 1817 / 合計 4063 千㎥（同 p26）。町営の湧水は大沢・大平台第1・第2・蛇骨川・蛇骨川第6・二ノ平第1・お玉ケ池・明神川の 8 か所（DOC_HKN_WEP 表2.1・表3.1）。既存の SRC_HAKONE_YUSUI（箱根町内の湧水）は県営箱根地区の 3 施設について立てた水源だが、同じ「箱根町内の湧水」なので水源ノードを分けずに再利用している
E_KENSAMUKAWA_KENOISO,FAC_KEN_SAMUKAWA_JP,FAC_KEN_OISO,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,寒川浄水場（西系）→ 湘南西送水管 φ1500 → 平塚配水池、および湘南西配水本管 φ800/φ500 →大磯低区・国府（DOC_KEN_NENPO_R4 p41）。混合比は非公表
E_KGDISEHARA_KENOISO,FAC_KGD_ISEHARA,FAC_KEN_OISO,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,企業団伊勢原浄水場 → 吉沢受水地点 → 平塚配水池 → 上吉沢 → 二宮高区 / → 国府・大磯低区・大磯高区（DOC_KEN_NENPO_R4 p41）。混合比は非公表。前任者はここを断定できず大磯町・二宮町を未割付にしていた（reports/kenei.md ②）
